video_id,publishedAt,user,comment,likeCount,is_reply,parent_comment_id
f_Z2O-ea4q0,2025-05-07T10:14:10Z,@swagduck5473,"AI itu perpustakaan modern bukan jawaban untuk semua masalah wkkwkw, AI gk punya fundamental coder itu sendiri.",2,False,
f_Z2O-ea4q0,2025-04-30T04:22:48Z,@onCentralink,"Kalau hanya ngetik dan bikin code, tanpa ikut memberikan ide dan solusi menurut saya pasti tergantikan.<br>Saya ga bisa ngoding, tapi punya konsep bagaimana sebuah software yang dibutuhkan, ui nya harus gimana, flownya dan logik didalamnya.<br>Sudah saya buktikan pakai cursor ai, lewat agentnya saya bisa buat software POS yang custom sesuai kebutuhan yang saya idam2kan kurang dr 2 minggu, tanpa mengetik satu pun code line. Amazing!",1,False,
f_Z2O-ea4q0,2025-04-24T12:28:51Z,@FullStack_OverFlow,"Untuk saat ini AI masih terkendala butuh resource hardware yang besar biasanya lebih dari 8K token udah mulai lupa percakapan awal (Sliding Context Window) makanya untuk saat ini belum bisa buat aplikasi utuh sampai release walaupun jago prompting, ga tau kalo nanti ada hardware yang Optimize buat deep learning..",0,False,
f_Z2O-ea4q0,2025-04-23T13:04:15Z,@susilozone,"gw programmer, adanya AI malah ngebantu banget buat ngerjain task. justru kalo AI lebih sempurna lagi makin mudah dan cepat buat kita ngoding",1,False,
f_Z2O-ea4q0,2025-05-22T09:15:37Z,@Raditya-q2r,Dan semakin mudah semakin bnyk yg bisa dan semakin murah harganya😊,0,True,Ugz4PzlEmtzqcBq9Sup4AaABAg
f_Z2O-ea4q0,2025-04-22T01:27:11Z,@maximillianrichy,"Kalau dimasa depan gatau ya, tapi buat sekarang, yang ga paham program , ga paham isi kodenya alurnya gimana, pakai chatgpt malah nambah pusing, dikira kita buat apa dia langsung bisa tanpa error.<br><br>Tak tes buat app berapakali iya sih lumayan bagus dan waktunya bisa lebih singkat, tapi, mereka itu saat ini sering ga bisa fix error :), dipaste errornya, misal chatgpt bakal nambah error lagi, kek gitu, udah beberapa kali coba bikin apps, errornya tak cari di forum buat fixnya, bukan copas ke AI nya, karena bakal mbulet muter doang ga selesai, bahkan beberapa kode program yang sepele kadang error dia ngasih solusinya malah makin banyak error V: kalau baris kodenya udah terlalu banyak.<br><br>Memudahkan iya, menggantikan :&#39;v buat sekarang belum bisa",0,False,
f_Z2O-ea4q0,2025-04-20T03:57:15Z,@clingtoren,Yoi bang coding sekarang lebih simple dan mudah,0,False,
f_Z2O-ea4q0,2025-04-16T06:58:08Z,@goldenchannel7191,"tapi bisa jadi iya, apabila AI sudah bisa diajak meeting harian dan diberi task sesuai meeting, wah nih gawat mas",0,False,
f_Z2O-ea4q0,2025-04-15T22:45:41Z,@tbsantosa17,"Tetap lah basic dasarnya diperlukan..<br>Emangnya Jarvis bisa ngapain kalau Tony Starks nya IQ jongkok..<br>Gitu aja sich..<br>AI hanya tools, tapi semua tergantung manusia nya..",0,False,
f_Z2O-ea4q0,2025-04-07T14:17:21Z,@vcvbvb9605,"Saking mempermudah nya, sampai gk perlu mikir",0,False,
f_Z2O-ea4q0,2025-04-06T23:23:41Z,@AdnanZaki1994,"Semenjak ada AI, tiap dpt project udh ga pake mikir lagi, langsung ;bisa;, ;siap;, dsb. Intinya AI ngebantu gue buat jadi lebih produktif bahkan sekalipun gue ngerjain sendirian.<br><br>Karna yg paling horor dr sebuah project itu ketika harus berhadapan dgn kode yg sama terus-menerus, nah disini AI bekerja.<br><br>Tambah lagi tahap brainstorming yg cukup makan waktu kalo digarap sendiri.<br><br>Jadi pinter-pinter kita aja buat manfaatin setiap tools yg ada, bukan malah merasa tersisih.",3,False,
f_Z2O-ea4q0,2025-04-03T11:05:40Z,@MishLive,"gue build website dari awal pake ai, dan gue jadiin tools. lu harus tetep ngerti cara pake codingannya sih, ga serta merta ai nyelesain semuanya. andai kata lu pake react atau laravel. lu harus tetep ngerti kegunaan controller, middleware or route buat apa.",0,False,
f_Z2O-ea4q0,2025-03-31T02:23:26Z,@rezafikkri,"malah AI ini bantu kita coding, contohnya saja ketika buat unit test yang strukturnya sama, mirip mirip, kita bisa suruh si AI buat generate unit test nya, kita tinggal kasih scenario nya saja, jadi lebih mempercepat pekerjaan. Tapi tetap tahu batasan dalam menggunakannya, jangan sampai buat kita malas belajar, malah ngandelin AI nya terus, hasil coding yang digenerate sama AI juga perlu kita check kembali.",0,False,
f_Z2O-ea4q0,2025-03-20T07:04:19Z,@OakFateway,AI = tools,0,False,
f_Z2O-ea4q0,2025-03-11T15:17:56Z,@chocomatte0501,"gw lagi nyari akun gplay console. yg mau jual, hubungin gw. harga oke",0,False,
f_Z2O-ea4q0,2025-03-02T05:58:44Z,@AMTechno-o4r,Kenapa lu berhenti coding bang?,0,False,
f_Z2O-ea4q0,2025-02-17T14:01:05Z,@IrAbdurrahman,klo programmer punah yang maintain AI nya siapa? wkwk,0,False,
f_Z2O-ea4q0,2025-02-09T21:57:47Z,@rezzanimation1,Ingat ya! A.I sekarang layaknya hp batu bata tahun 90-an yang perkembangannya masih berlanjut dan pesat💀,0,False,
f_Z2O-ea4q0,2025-01-28T01:27:03Z,@tyo669,apakah gaji progamer akan turun ?,0,False,
f_Z2O-ea4q0,2025-01-23T18:44:07Z,@muhammadafifazzindani9667,"Tetep aja semua bertumpu pada industri semi conductor  kalo mau bicara global dan masa depan, kemajuan tehnologi tidak akan terjadi apabila tidak ada kemajuan industri semi konduktor. Mau bikin ai mau nerbangin roket mau bikin robot paling canggih semua bertumpu pada industri semi konduktor.",0,False,
f_Z2O-ea4q0,2025-01-21T18:48:33Z,@DonnyToHeaven,Tapi ai sangat terbatas. Buktinya gw tanyain flowgartim aja salah. Dia ga ngerti declare intreger. Itu baru dasar belum c++ java. Lebih nyata programer bakal banyak dan sangat kasian persaingan tidak sehat requirement setinggi tingginya tapi upah nampaknya tidak sebanding susahnya. Itu yang saya takut sih,2,False,
f_Z2O-ea4q0,2025-01-20T14:26:31Z,@DCHANNEL_07,Cuman mempermudahkan bukan menghilang kan?. Kalo gitu masih perlu keahlian coding juga,0,False,
f_Z2O-ea4q0,2025-01-17T05:34:11Z,@fredricokenzie_official,"AI Aja Dibuat Dari Bahasa Program Jadi Kalo Kalian Cape-cape Belajar Pemograman Mendingan Kalo Cari Kerja, Kerjanya Untuk Program AI Aja",0,False,
f_Z2O-ea4q0,2025-01-13T10:34:26Z,@sinerbitech,Yang jelas AI sangat ngebantu gw untuk ngoding,0,False,
f_Z2O-ea4q0,2025-01-12T15:13:51Z,@mzp26514,"yep, gw juga yang pada awalnya gak ngerti koding sama sekali tapi berkat AI gw ketolong dari segi efisiensi karena gaperlu hafalin syntax yang tentu gw gabisa hafalin.",0,False,
f_Z2O-ea4q0,2025-01-10T01:37:41Z,@wednesday6301,Kemarin ada tawaran freelance dan deadline bisa dibilang cuma 5 hari. Gw ga tau emang habbitnya pake AI atau emang gara² deadline makannya pake AI.<br><br>Slicing dari Figma di convert ke html dengan plugin dari figma terus tinggal copas ke kodingan. Sebagai seorang FE ngerasa ini ga ada seni nya bagi programmer. Anak TK juga bisa ngelakuin kaya gitu 😅,0,False,
f_Z2O-ea4q0,2025-01-09T23:47:53Z,@KopiLotongPahit,"jadinya hampir semua pekerja teknical akan di ambil oleh AI namun tidak dengan Science. kan AI butuh Science dari Manusia. Manusia yang konsepkan hingga ide implementasi, di ajarilah AI untuk konteks teknikal. <br>memang beda ciri negri super maju yang berperadaban dan bukan berperadapan. negri super maju sangat, sangat, sangat butuh scientists, ilmuan dan cendikiawan, namun sebaliknya negri kurang beradap nyari preman untuk jadi pejabat tuk di control.",0,False,
f_Z2O-ea4q0,2025-01-09T23:39:52Z,@KopiLotongPahit,"konteks belajar koding di masa depan itu untuk mengerti bagaimana algoritma kodenya saja, namun kalau bisa nandingin AI buat sintax, loe sakti lah.",0,False,
f_Z2O-ea4q0,2025-01-09T10:29:55Z,@radit535,"Dari dulu kalau kita menolak teknologi pasti kita akan ketinggalan. Seperti dulu saat ada automasi pabrik walaupun banyak phk tetapi membuka lapangan pekerjaan yang lebih besar dimana maintenance mesin automasi dan sparepart akan dibutuhkan. Kedepanya kalau kita menolak AI baik dalam dunia kerja maupun dunia pendidikan, kita akan ketinggalan lagi dibanding negara lain.",0,False,
f_Z2O-ea4q0,2025-01-04T22:12:24Z,@ferdausalamsyah1600,satu hal yang tidak dimiliki AI adalah Empati....dimana hal ini sangat dibutuhkan untuk design thinking untuk melakkukan problem solving,0,False,
f_Z2O-ea4q0,2025-01-01T17:24:03Z,@fitrimilawanti9481,"Ngebantu bgt sh,  apalg yg g expert dan logic nya so so, tp AI g solutif 100 persen koq tetep harus di test lg jawaban2ny dan g langsung pasti bener",0,False,
f_Z2O-ea4q0,2025-01-01T13:32:02Z,@kgleman8527,"AI mempermudah, tetap butuh  manusia. Karena hanya manusia yang bisa memahami kemauan manusia. <br><br>Tau sendiri kan kemauan client kaya apa. Revisi ini itu berkali-kali ga taunya acc nya yg proposal awal",0,False,
f_Z2O-ea4q0,2024-12-31T22:03:18Z,@boboa_,"Emang sih kalo kita bikin aplikasi ngebantu banget yang tadinya 24jam kita buat kodingan sekarang hanya 3 menit, cukup kasih penjelasan yang ingin kita buat nanti akan langsung buat aplikasinya. Apalagi klo ada error bisa langsung ada solusinya. Jd saran gw kalo mau pake AI harus lebih jelas ngejelasinya.",0,False,
f_Z2O-ea4q0,2024-12-26T10:08:24Z,@danugaming1597,Menurut saya bahasa pemrograman harus di pelajarin sebagai dasar/pondasi programmer kalo gak tau dasarnya dan cuma bergantung sama AI ya kalo kebobolan ya plonga plongo,0,False,
f_Z2O-ea4q0,2024-12-23T11:14:29Z,@ricoaw500,coder punah. programmer ndak.,0,False,
f_Z2O-ea4q0,2024-12-19T03:39:03Z,@diyID,"Jaman awal-awal no code programming juga rame ;coding akan punah;, nyatanya ya....😅",0,False,
f_Z2O-ea4q0,2024-12-19T00:31:02Z,@gegammer6016,"Perkembangan teknologi bahkan AI tu tetap harus digunakan sebijaksana mungkin lebih tepatnya yang benar benar membutuhkan ibarat kek bansos, karena klo mau fair fairan rerata kan yang dikorbankan adalah para pegawainya ntar jika tidak bijaksana nanti ada gilirannya si boss/pemilik perusahaannya yang bakal diganti oleh teknologi itu dan peran manusia di bumi ini dipertanyakan dan semakin sempit lahan bertahan hidupnya",0,False,
f_Z2O-ea4q0,2024-12-17T03:12:09Z,@MastahArya,"Sebenarnya selain bisa programming yang paling penting dari hasil belajar coding ya problem solving,adaptasi command berbeda tiap bahasa nya dan hafal setiap fungsinya.jadi bisa coding tuh cuma bonus hadiah utama ya 3 itu.",2,False,
f_Z2O-ea4q0,2024-12-13T15:28:04Z,@zidniryi,"Simple nya gini: Ketika kuda digantikan sama mobil, penjaga kuda emang punah tapi ada pekerjaan baru : operator, mekanik, montir, kang bengkel!",0,False,
f_Z2O-ea4q0,2024-12-08T12:49:58Z,@scheherazadealton,Mungkin lebih ke.. Jumlah posisi yang dibutuhkan akan semakin sedikit,0,False,
f_Z2O-ea4q0,2024-12-06T02:40:25Z,@aklyrahman9404,Setuju mas AI harus dipandang sebagai tools.,0,False,
f_Z2O-ea4q0,2024-12-04T16:20:58Z,@kamshorymt,"Saya membuat MagicAppBuilder supaya developer ga banyak ngoding lagi. Cukup bikin ERD yang bagus, setup database lalu klak klik klak klik. Ya, kalau modulnya ga standard perlulah ngoding.",0,False,
f_Z2O-ea4q0,2024-12-04T12:57:20Z,@thomaspotterdotexe,sepertinya buku ternak lele for programmers mulai menarik bagi ku,4,False,
f_Z2O-ea4q0,2024-12-03T15:14:55Z,@DedyHartono-i7f,"Be profesional,practice makes perfect",0,False,
f_Z2O-ea4q0,2024-12-03T08:49:41Z,@yusufsetiawan3259,Ada ahli yg bilang Ai sekarang masih tahap anak belajar mengumpulkan informasi dan belajar mengolah dan banyak masih gratis. Ibarat bila sudah dewasa nya Ai makin canggih dan berbayar .ini mungkin Lebih mengancam bagi orang yg tidak punya keahlian dan ekonomi menengah kebawah,0,False,
f_Z2O-ea4q0,2024-12-02T08:31:03Z,@nnivxix,"betul, jadikan AI itu sebagai pembantu. Aku banyak tahu dunia Coding salah satunya dibantu dengan AI.",0,False,
f_Z2O-ea4q0,2024-11-29T00:25:45Z,@idontknow5349,Jaman sekarang jga mau membuat tugas Coding aja pake Ai kebanyakan di perguruan tinggi,0,False,
f_Z2O-ea4q0,2024-11-29T00:23:18Z,@farzbz987,"Kode di AI emg works, tapi untuk kode kompleks kayak bikin game atau robotik, ga bisa asal pake AI. Banyak banget bugnya. Jadi selama ini gw pake AI cuma buat ngebantu soal algoritmanya kayak gimana (yang mana yang bagusnya jalan duluan), nyari fungsi yang mempermudah misalkan gw ga tau library kodenya secara penuh, dan ga pernah bikin kode program 100% dari AI. Pasti ada aja yang gw ubah sendiri biar 100% sesuai sama ekspektasi gw. Alhasil produktifitas malah meningkat.",0,False,
f_Z2O-ea4q0,2024-11-27T05:25:30Z,@dins1337,AI aja di coding programmer,0,False,
f_Z2O-ea4q0,2024-11-24T02:55:35Z,@alyaputrilimarsha2486,"It&#39;s all about ai, menarik anjer kali bahas ai",0,False,
f_Z2O-ea4q0,2024-11-22T08:54:11Z,@maxmin-sv6mi,"Programmer bakal naik level lagi ke data Science , machine learning engineer, computer vision engineer,pokok nya yg berbau bau machine learning di masa depan akan banyak dicari apalagi yg bisa ngelola big data di Indonesia perusahaan lagi banyak sekali yang butuh dan gaji nya wow, untuk web developer kyk front end dan back end mmg ada kemungkinan digantikan oleh AI",0,False,
f_Z2O-ea4q0,2024-11-17T08:20:29Z,@AfrianSanjuna-mx8ws,Gampang banget jadi hacker ni,0,False,
f_Z2O-ea4q0,2024-11-15T01:13:13Z,@wannaDie-yyz,"AI yang membuat codingan, saya merangkainya menjadi satu. Dari tadinya fungsi² kecil, fitur atau web utuh yang perlu disesuaikan lagi fitur dan fungsionalnya. <br><br>Lebih sat-set dan ngebut, yang tadinya harus dikerjakan 10 orang sekarang berdua aja, saya dan AI kelar deh.<br><br>Paling ngoreksi dikit² dari code yang AI buat dan kadang mereka tidak tahu yang terupdate sering ketinggalan beberapa bulan, minggu, hari dalam informasi terkini sehingga data kurang akurat atau tidak valid lagi.<br><br>Ga perlu ngapalin sintaks, bahasa pemograman lagi. Semua bahasa pemograman bisa dikuasai selama ngerti konsepnya. Karena semua memiliki konsep yang sama hanya saja berbeda sintaks dan aturan penggunaan.<br><br>Seperti mengendalika elemen air, api, udara dan tanah. Kita yang menyetir, tenaganya AI.",0,False,
f_Z2O-ea4q0,2024-11-14T11:16:39Z,@FexIT156,Lebih enak aja sih yg penting paham fungsinya ga harus apal2 banget kerjaan lebih cepet. Klien butuhnya hasil ga peduli lu mau pake ai kah nulis kah?  Tapi konsekuensinya harga yg dibayar mungkin akan turun,0,False,
f_Z2O-ea4q0,2024-11-12T23:14:48Z,@rizkimaulanapratama8816,"Ai ga akan pernah bisa menggantikan programmer, Ai kodratnya itu seharusnya sebagai pelengkap dan alat bantu. Kunci menggunakan AI itu inputan harus spesifik banget , misalkan ingin buat login register. Saya yakin code yang di generate itu gaakan lancar 100℅ . Ai kadang lupa hal-hal kecil seperti kadang lupa buat ngimport DB dan lain-lain. Maka dari itu saya jamin gada orang biasa yang bisa langsung jago website hanya menggunakan AI.",0,False,
f_Z2O-ea4q0,2024-11-11T11:06:36Z,@FerDaily,"Yang paling bener ya pakai ai-nya tapi kita juga harus paham tentang program yang kita buat, dari mulai kodenya, fungsinya, dll, kalo cuma copas-copas selesai, itu sama aja boong",0,False,
f_Z2O-ea4q0,2024-11-06T03:25:19Z,@KartikaSandra-g6u,guys bawa simple ;adaptasi; aja udah... jadikan dia alat mempermudah kerjaan. gak usah takut anu anu anu hadapi dan nikmati.,0,False,
f_Z2O-ea4q0,2024-11-04T12:06:26Z,@eroz_yt,Iya sekarang 2040 apa kabar ?,0,False,
f_Z2O-ea4q0,2024-11-03T18:30:54Z,@AlSteve7,"Gw lagi develop algoritma penghancur logika AI. Waktu itu lagi gk sengaja ngasih type 2 error algoritma kode program yang gw buat sendiri (from scratch). Pas gw tanya AI buat bantu error, hasilnya? dia bisa memperbaiki kesalahan error kode program gw tapi merubah intisari algoritma buatan gw, hingga di beberapa struktur program, fitur khususnya hilang. AI ini juga tidak bisa mengerti maksud error yg diberikan pada fitur2 khusus ini. Dari sini gw belajar bahwa AI itu bisa dihancurkan logikanya sehingga dia tidak akan bisa mengetahui apa yang kita inginkan. Bahkan kita bisa melakukan reverse engineer sistem ini untuk mengetahui apa isi otak manusia yang menciptakan AI ini. Karena yang kita lawan bukan AI, tapi isi otak para ilmuwan jenius di seluruh dunia.",0,False,
f_Z2O-ea4q0,2024-11-02T20:31:23Z,@rizaku,Sederhana tapi kampus gak suka,0,False,
f_Z2O-ea4q0,2024-10-30T17:33:53Z,@aptx49,"masih ingat ketika TV muncul? wah ini akan menghancurkan pasar Radio dan radio akan hilang? ternyata?  ketika era GUI muncul, eh ini era terminal (command line) akan hilang?  eh .. ini sudah ada ChatGPT google akan kalah ? benar? ga juga ... yang ada coexist.  intinya kedepan itu ga ada yang hilang cuma bergeser saja bukan menghapus",0,False,
f_Z2O-ea4q0,2024-10-28T16:04:14Z,@xamppphpblog9769,Ai bagus ... Cuma untuk sekarang kaya ai harus dipaksa.. kadang si ai skip beberapa coding.. 😂 itu membuat kita bolak balik nanya.. trus kalo sudah mentok sama error&#39; dia bolak balik g ada hasil. Kecuali kita yang nyuruh nyari jalan lain..,0,False,
f_Z2O-ea4q0,2024-10-28T15:37:57Z,@bosren452,Yg kek gini nih ngebuat patah semangat bagi orang yang belajar bahasa pemrograman kayak dosen gw yang bilang ai bakal menggantikan pekerjaan programer njir kocak emang,0,False,
f_Z2O-ea4q0,2024-10-27T15:46:33Z,@muhammadalibakhtiar,Hadir AI menurutq justru membantu dalam kerjaan utama sebagai programmer…karena sehari2 saya pakai AI untuk bantu saya ngoding 😀,0,False,
f_Z2O-ea4q0,2024-10-27T11:01:08Z,@rifyalergun2320,"menurut gua programmee dan apapun pkerjaan di bidang computer science itu ga bakal namanya ke gantikan alasannya banyak : 1. AI itu meniru dan beradaptasi, 2. AI ga bisa yang namanya di ajak diskusi buat ngebangun sistem ke amanan dan fitur aplikasi lainnya, 3. kita ga bisa muluk muluk gatau cara ngoding tiba tiba yakin make modal AI jadi aplikasi canggih. ga bro AI masi banyak erornya ketika lu ga punya ilmunya gatau fundamental dan problem solve nya abis lu keteteran kwkwk. 4. programmer di byar mahal bukan karena dia hafal syntax dan bahasa pemrograman banyak. dia di bayar mahal karena problem solving nya 😁",1,False,
f_Z2O-ea4q0,2024-10-27T11:02:49Z,@rifyalergun2320,jadi intinya AI itu ya tools buat sekedar bantu kita aja biar lebih mudah otak nya ya tetep butuh manusia,1,True,Ugw9Fa_3wLgyyvh7Nkl4AaABAg
f_Z2O-ea4q0,2024-10-24T10:45:27Z,@ptatojam,indo + gen-z + wibu + sdm rendah + FB/Twitter scrub = pada anti AI semua X&#39;D<br>enak sih kalo masih banyak yg ky gini... so far dengan claude gw udh jadi Dev Ops dengan gaji 20+,0,False,
f_Z2O-ea4q0,2024-10-24T03:56:44Z,@nuranis202,"AI itu nga serem dan nga AI itu nga akan menggantikan perkerjaan manusia,karena Sejenius apa AI mereka juga batas yg nga bisa mereka kerjakan.<br>Tergantung ke manusia bagaimana memandang dan menggunakan AI itu seperti apa,dan nga sedikit juga manusia yg banyak menyalahkan kehadiran AI,yaitu mereka bergantungan sama AI dan membuat potensi diri mereka hilang. Dan banyak juga yg menggunakan AI sebagai Alat produktivitas",0,False,
f_Z2O-ea4q0,2024-10-23T13:57:40Z,@jasonsaputraaa9557,Kalau tidak ada programmer tidak akan ada AI,0,False,
f_Z2O-ea4q0,2024-10-21T04:00:30Z,@davisray,"Saya salah satu yg yakin programmer akan tergantikan oleh AI. Mungkin ga hari ini, tp sudah pasti terjadi di yang akan datang.<br>Human error faktor utama dr perlunya AI menggantikan kita untuk coding.",0,False,
f_Z2O-ea4q0,2024-10-19T16:18:43Z,@bolonekoplo2561,"Iya, sakit hati sebenernya. Masalahnya kalo kami programmer yang belajar mulai dari assembly, c, yang sampe akhirnya mulai terbiasa dengan bahasa interpreter rasanya gimana gitu. Semacam ;pride;nya kebakar abis sama AI. Anak 70an pasti tau rasanya...",0,False,
f_Z2O-ea4q0,2024-10-19T04:07:08Z,@mynameiskranz,AI pny dampak lbh luas bkn cm programmer,0,False,
f_Z2O-ea4q0,2024-10-18T16:52:19Z,@hidupkonoha1,Berati gua bisa jadi programmer,0,False,
f_Z2O-ea4q0,2024-10-15T14:37:33Z,@adultzbgtz,"Wkwkwk.<br><br>Klo front end mungkin iya, klo back end, i think it&#39;s hard to change to AI",0,False,
f_Z2O-ea4q0,2024-10-14T14:59:04Z,@mrf299,"Setuju si<br>Meskipun Ai itu bisa membuat projek hanya dengan kasih perintah,tapi Ai jg butuh programmer yang ngerti alur program nya",0,False,
f_Z2O-ea4q0,2024-10-13T11:29:08Z,@reihanmursyidi2521,"Gw bikin project tugas kuliah bikin website utk sebuah lembaga pendidikan pake bahasa PHP. Waktu itu gw cuma pelajarin fundamental PHP aja, tapi Alhamdulillah dgn bantuan chatGPT web yg gw buat itu bisa dipake sama lembaga pendidikan tempat gw magang. Memang website nya sederhana, tapi ini jadi bukti kalo hadirnya AI justru membantu pekerjaan programmer jadi lebih efisien",1,False,
f_Z2O-ea4q0,2024-10-13T02:23:05Z,@ruang2channel426,Bahasa pemrograman semakin hari semakin mendekati bahasa manusia,0,False,
f_Z2O-ea4q0,2024-10-11T18:24:00Z,@yusmandarmawan9240,Sebenarnya hampir semua sektor pekerjaan terancam oleh AI,0,False,
f_Z2O-ea4q0,2024-10-11T12:50:46Z,@chronoserge1087,"Koding itu seni, sampai kapan pun gak akan tergantikan AI. Fungsinya mungkin sama. Tapi bagaimana menulis syntaxnya, bagaimana kemudahan debug, kemudahan untuk dibaca orang lain, efisiensi alogoritma, semua itu seni dari koding.",0,False,
f_Z2O-ea4q0,2024-10-10T09:54:14Z,@pandudewabrata5188,"AI tidak akan membuat programmer punah, TAPI...<br>AI bisa mengurangi jumlah programmer secara drastis.<br><br>Memang benar AI mempermudah coding, orang awam jadi lebih mudah masuk dunia software engineering. Tapi semakin mudah programming, artinya semakin cepat development process nya. Program yang mungkin butuh 5 orang untuk mengerjakan, bisa dikurangi jadi 1 orang setelah adanya AI.",0,False,
f_Z2O-ea4q0,2024-10-06T22:11:09Z,@strawberryscutiie,Programmer iya bakal punah. Tapi tidak untuk software engineer. Sekarang semua orang bisa coding pake AI tapi masalah design tetep manusia lebih baik untuk mendesain sesuai dengan kebutuhan mereka. Kalo di dunia kerja mungkin kita jadi supervisor yang anak buahnya sekarang adalah AI,0,False,
f_Z2O-ea4q0,2024-10-06T15:08:59Z,@Politicdinasti,"Nvidia sayangnya kurang ambisius , andai ambisius pasti bisa ngalahin google",0,False,
f_Z2O-ea4q0,2024-10-06T12:20:29Z,@Laisa.B,Biasanya ai cuma buat trouble shooting aja kalau codingan error terus males nyari😂,0,False,
f_Z2O-ea4q0,2024-10-06T05:22:51Z,@ruangteknologi77,"Programmer itu job utama nya membuat solusi atau problem solving dari suatu kasus atau kebutuhan, coding itu hanya salah satu proses development dan bkn keseluruhan proses pembuatan software, sedangkan AI itu bisa digunakan untuk mempermudah proses bkn menggantikan keseluruhan proses nya. Lgian AI mana yg udah bisa sampe di tahap deployment sampe berjalan mulus",1,False,
f_Z2O-ea4q0,2024-10-05T06:47:20Z,@sarrahman_dev,"sama kayak kemunculan wordpress dulu, programmer lumayan takut kehilangan pekerjaan karena wordpress tidak perlu koding sama sekali bisa buat website<br><br>tapi ya wordpress malah buka model pekerjaan lain, dan yang bisa koding tetap lebih baik dari pada yang hanya ngandelin tools semacam ai dan wordpress ini",0,False,
f_Z2O-ea4q0,2024-10-04T17:07:11Z,@ajiyakin,"AI menciptakan programmer paling buruk menurut gw. Udah 2 orang programmer pemula yang gw temuin, dua-duanya belajar pake AI. Gak teliti sama sekali, blas, mereka gak tahu sama sekali gimana codingan tersebut bekerja. Bisa bikin halaman web keren, animasinya muter-muter kayak hacker, tapi gak tahu yang mana yang bikin gerak tersebut. Pengen misuh...",0,False,
f_Z2O-ea4q0,2024-10-04T10:04:31Z,@retroclassicgameplay4655,"Secanggih apapun generate code dari chatgpt, kalo algoritma acak2an tetep aja chatgpt gak bisa geser pekerjaan programmer",0,False,
f_Z2O-ea4q0,2024-10-04T07:42:03Z,@eddyelektro187,Kalo dipikir pake akal sehat manusia tetap memegang peranan penting dalam dunia IT. Jadi mau ada Al kek pasti ada error nya dan yang mampu mengendalikan adalah manusia,0,False,
